순번/순위,구분,상품명,ISBN,ISBN13,부가기호,출판사/제작사,저자/아티스트,정가,판매가,할인액,할인율,마일리지,출간일,세일즈포인트
"151","컴퓨터/모바일","컴퓨팅 사고력과 소프트웨어의 이해","8970508996","9788970508993","94000","생능출판사","폴 S. 왕 지음, 김용우 외 옮김","20,000","20,000","0","0%","600점","20170222","1010"
"152","컴퓨터/모바일","Java의 정석","8994492038","9788994492032","","도우출판","남궁성 지음","30,000","27,000","3,000","10%","1,500점","20160128","9260"
"153","컴퓨터/모바일","Do it! 쉽게 배우는 R 데이터 분석","K382531391","9791187370949","13000","이지스퍼블리싱","김영우 지음","20,000","18,000","2,000","10%","1,000점","20170720","8474"
"154","컴퓨터/모바일","파이썬 for Beginner","K512636304","9791156644668","93000","한빛아카데미(교재)","우재남 지음","23,000","23,000","0","0%","1,150점","20200106","5418"
"155","컴퓨터/모바일","미래를 바꾼 아홉 가지 알고리즘","8960774383","9788960774384","13560","에이콘출판","존 맥코믹 지음, 민병교 옮김","18,800","16,920","1,880","10%","940점","20130531","5188"
"156","컴퓨터/모바일","잘 검색되고 방문자가 늘어나는 네이버 블로그 & 포스트 만들기","K052636002","9791162242193","13000","한빛미디어","정진수 지음","14,000","12,600","1,400","10%","700점","20191122","5035"
"157","컴퓨터/모바일","다시 미분 적분","K282635148","9791160508567","93000","길벗","나가노 히로유키 지음, 장진희 옮김","18,000","16,200","1,800","10%","900점","20190725","4389"
"158","컴퓨터/모바일","유튜브 이야기","8931556144","9788931556148","13320","성안당","김웅현 지음","23,000","20,700","2,300","10%","1,150점","20191007","4300"
"159","컴퓨터/모바일","한 권으로 끝내는 아두이노 입문 + 실전 (종합편) 기초부터 수준 높은 프로젝트까지","K312534941","9791185553498","13000","앤써북","서민우.박준원 지음","20,000","18,000","2,000","10%","1,000점","20190815","3956"
"160","컴퓨터/모바일","우분투 리눅스","K902532601","9791156643821","93000","한빛아카데미(교재)","이종원 지음","31,000","31,000","0","0%","0점","20180220","3160"
"161","컴퓨터/모바일","모두의 딥러닝","K522636940","9791165210397","93000","길벗","조태호 지음","24,000","21,600","2,400","10%","1,200점","20200127","3060"
"162","컴퓨터/모바일","C로 쓴 자료구조론","8970858946","9788970858944","93560","교보문고(교재)","Ellis Horowitz 외 지음, 이석호 옮김","28,000","28,000","0","0%","840점","20080210","2703"
"163","컴퓨터/모바일","컴퓨팅 사고를 위한 스크래치 3.0","8970509704","9788970509709","03000","생능출판사","한선관 외 지음","26,000","24,700","1,300","5%","1,300점","20190228","2290"
"164","컴퓨터/모바일","유닉스 이론과 실습","K762636703","9791156644637","93000","한빛아카데미(교재)","윤소정.이종원 지음","25,000","25,000","0","0%","1,250점","20191115","2180"
"165","컴퓨터/모바일","HTML 5 웹 프로그래밍 입문","8970508783","9788970508788","93000","생능출판사","임순범.박희민 지음","24,000","24,000","0","0%","720점","20160830","2175"
"166","컴퓨터/모바일","맛있는 디자인 일러스트레이터 CC 2020","K812637015","9791162242889","13000","한빛미디어","박정아(빨간고래) 지음","24,000","21,600","2,400","10%","1,200점","20200220","1810"
"167","컴퓨터/모바일","그림으로 쉽게 설명하는 안드로이드 프로그래밍","8970503951","9788970503950","93000","생능출판사","천인국 지음","35,000","35,000","0","0%","1,050점","20200227","1750"
"168","컴퓨터/모바일","비주얼 베이직 2015 for Beginner","K202536266","9791156643067","93000","한빛아카데미(교재)","임관철 지음","24,000","24,000","0","0%","0점","20161230","1637"
"169","컴퓨터/모바일","PresenTation Coaching Book","8966182410","9788966182411","03000","길벗","이승일 외 지음","15,000","13,500","1,500","10%","750점","20111111","1451"
"170","컴퓨터/모바일","세븐 데이터베이스","8994506578","9788994506579","93560","제이펍","에릭 레드몬드 & 짐 R. 윌슨 지음, 심재철 옮김","27,000","24,300","2,700","10%","1,350점","20130325","899"
"171","컴퓨터/모바일","Do it! C언어 입문","K782536777","9791187370703","13000","이지스퍼블리싱","김성엽 지음","25,000","22,500","2,500","10%","1,250점","20170110","7300"
"172","컴퓨터/모바일","다이나믹 드로잉","8960882461","9788960882461","13650","디지털북스(아이생각)","박리노 지음","20,000","18,000","2,000","10%","1,000점","20190220","6329"
"173","컴퓨터/모바일","인공지능을 위한 수학","896540228X","9788965402282","93000","프리렉","이시카와 아키히코 지음, 신상재 외 옮김","25,000","22,500","2,500","10%","1,250점","20181122","5733"
"174","컴퓨터/모바일","카메라, 시작해보려 합니다","K772534100","9791186900727","03660","더숲","고이시 유카 지음, 전지혜 옮김, 스즈키 도모코 감수","13,500","12,150","1,350","10%","670점","20181126","4978"
"175","컴퓨터/모바일","이것이 우분투 리눅스다","8968484619","9788968484612","93000","한빛미디어","우재남 지음","30,000","27,000","3,000","10%","1,500점","20170201","3144"
"176","컴퓨터/모바일","된다! 파워포인트 실무의 신","K412636605","9791163031215","13000","이지스퍼블리싱","김지훈.김봉정.박성용 지음","19,500","17,550","1,950","10%","970점","20191207","2696"
"177","컴퓨터/모바일","자바 프로그래밍 for Beginner","K612534697","9791156644064","93000","한빛아카데미(교재)","우재남 지음","26,000","26,000","0","0%","0점","20181110","2317"
"178","컴퓨터/모바일","파이썬과 리액트를 활용한 주식 자동거래 시스템 구축","K322637700","9791158391881","93000","위키북스","박재현 지음","28,000","25,200","2,800","10%","1,400점","20200212","2165"
"179","컴퓨터/모바일","든든한 엑셀 2016","K382534330","9791188831173","","연두에디션","이유정.조점란.이윤미 지음","21,000","21,000","0","0%","0점","20190118","2000"
"180","컴퓨터/모바일","알기 쉽게 해설한 JAVA - 전2권","8993163243","9788993163247","93000","이한출판사","김충석 지음","28,000","26,600","1,400","5%","840점","20170301","1888"
"181","컴퓨터/모바일","리눅스 실습 for Beginner","K332636611","9791156644705","93000","한빛아카데미(교재)","우재남 지음","24,000","24,000","0","0%","1,200점","20200106","1750"
"182","컴퓨터/모바일","Visual C++ 2015 MFC Programming","8970509070","9788970509075","93000","생능출판사","정일홍 지음","33,000","33,000","0","0%","990점","20170228","1654"
"183","컴퓨터/모바일","페도라 리눅스 : 시스템 & 네트워크","K662531858","9791156641599","93000","한빛아카데미(교재)","이종원 지음","29,000","29,000","0","0%","0점","20171110","1581"
"184","컴퓨터/모바일","웹툰 드로잉 무작정 따라하기","K552636933","9791160509724","03000","길벗","성윤수 지음","25,000","22,500","2,500","10%","1,250점","20200102","1455"
"185","컴퓨터/모바일","Python으로 시작하는 빅데이터분석 및 인공지능","K422636861","9791185578460","93000","인피니티북스","조준모 지음","24,000","24,000","0","0%","1,200점","20190830","1212"
"186","컴퓨터/모바일","UML 기초와 응용","K962636622","9791156644781","93000","한빛아카데미(교재)","한정수.김귀정 지음","24,000","24,000","0","0%","1,200점","20200106","1080"
"187","컴퓨터/모바일","맛있는 디자인 애프터 이펙트 CC 2020","K392638502","9791162242902","13000","한빛미디어","이수정 지음","24,000","21,600","2,400","10%","1,200점","20200313","1040"
"188","컴퓨터/모바일","모바일 게임 기획의 모든 것","8931461658","9788931461657","13000","영진.com(영진닷컴)","최주홍 지음","18,000","16,200","1,800","10%","900점","20200406","970"
"189","컴퓨터/모바일","컴퓨터 활용 파워포인트 2016","8966285724","9788966285723","","오성미디어","한혜경 외 지음","13,000","13,000","0","0%","390점","20200220","950"
"190","컴퓨터/모바일","창의력 컴퓨팅사고를 위한 소프트웨어의 이해","K282636101","9791188831265","","연두에디션","강민수 외 지음","19,500","19,500","0","0%","0점","20191110","848"
"191","컴퓨터/모바일","친절한 컬러링","8960882186","9788960882188","13650","디지털북스(아이생각)","박리노 지음","20,000","18,000","2,000","10%","1,000점","20171225","10008"
"192","컴퓨터/모바일","클린 코드 Clean Code","8966260950","9788966260959","13000","인사이트","로버트 C. 마틴 지음, 이해영.박재호 옮김","33,000","29,700","3,300","10%","1,650점","20131224","8184"
"193","컴퓨터/모바일","Do it! 자바 프로그래밍 입문","K182533237","9791163030195","13000","이지스퍼블리싱","박은종 지음","25,000","22,500","2,500","10%","1,250점","20180806","4992"
"194","컴퓨터/모바일","파이썬 코딩 도장","K072534390","9791160506181","93000","길벗","남재윤 지음","25,000","22,500","2,500","10%","1,250점","20181130","4909"
"195","컴퓨터/모바일","모나블‘s 캐릭터 연출","8960882917","9788960882911","13650","디지털북스(아이생각)","원보연 지음","20,000","18,000","2,000","10%","1,000점","20191220","4585"
"196","컴퓨터/모바일","Do it! 지옥에서 온 문서 관리자 깃 & 깃허브 입문","K722636915","9791163031222","13000","이지스퍼블리싱","고경희.이고잉 지음","15,000","13,500","1,500","10%","750점","20191206","4010"
"197","컴퓨터/모바일","돈 버는 이모티콘 만들기","8998294702","9788998294700","03320","더블엔(더블:엔)","권지언 지음","16,000","14,400","1,600","10%","800점","20191127","3901"
"198","컴퓨터/모바일","권학봉의 포토샵 라이트룸 클래식 CC 사진보정 강의","8960305308","9788960305304","13000","황금부엉이","권학봉 지음","42,500","38,250","4,250","10%","2,120점","20190814","3534"
"199","컴퓨터/모바일","SPSS 25.0/AMOS/HLM을 이용한 알기 쉬운 통계분석","8999718654","9788999718656","93310","학지사","성태제 지음","20,000","20,000","0","0%","600점","20190801","3056"
"200","컴퓨터/모바일","SQL 첫걸음","8968482314","9788968482311","93000","한빛미디어","아사이 아츠시 지음, 박준용 옮김","22,000","19,800","2,200","10%","1,100점","20151101","2910"
"201","컴퓨터/모바일","데이터 시각화 교과서","K442637108","9791189909109","93000","책만","클라우스 윌케 지음, 권혜정 옮김, 최재원 감수","28,000","25,200","2,800","10%","1,400점","20200220","2875"
"202","컴퓨터/모바일","ICT 융합시대의 컴퓨터과학","8970509186","9788970509181","93000","생능출판사","최윤철 지음","28,000","28,000","0","0%","840점","20170710","2871"
"203","컴퓨터/모바일","김도형의 데이터 사이언스 스쿨 : 수학 편","K542636599","9791162242414","93000","한빛미디어","김도형 지음","55,000","49,500","5,500","10%","2,750점","20191120","2830"
"204","컴퓨터/모바일","마인크래프트 마법과 물약 가이드","8931456948","9788931456943","14690","영진.com(영진닷컴)","Mojang AB 지음","12,000","10,800","1,200","10%","600점","20180810","2731"
"205","컴퓨터/모바일","마인크래프트 서바이벌 가이드","8931461690","9788931461695","74690","영진.com(영진닷컴)","Mojang AB 지음","12,000","10,800","1,200","10%","600점","20200210","2400"
"206","컴퓨터/모바일","네트워크 해킹과 보안","K802536265","9791156642770","93000","한빛아카데미(교재)","양대일 지음","26,000","26,000","0","0%","0점","20161228","2394"
"207","컴퓨터/모바일","시스템 분석과 설계","K992434093","9791156642060","93000","한빛아카데미(교재)","허원실 지음","25,000","25,000","0","0%","0점","20151130","2155"
"208","컴퓨터/모바일","OpenGL로 배우는 3차원 컴퓨터 그래픽스","8998756501","9788998756505","93000","한빛아카데미(교재)","주우석 지음","38,000","38,000","0","0%","0점","20130730","2145"
"209","컴퓨터/모바일","컴퓨터 과학 총론","K902534551","9791189057053","93560","휴먼싸이언스","J.Glenn Brookshear 지음, 이광수 외 옮김","35,000","33,250","1,750","5%","1,750점","20190107","1940"
"210","컴퓨터/모바일","예제로 쉽게 배우는 아두이노","8970509518","9788970509518","93000","생능출판사","장성용.김진환 지음","19,000","19,000","0","0%","570점","20180806","1719"
"211","컴퓨터/모바일","어서와 C++는 처음이지!","K302531359","9791185578347","93000","인피니티북스","천인국 지음","30,000","30,000","0","0%","1,500점","20180105","1706"
"212","컴퓨터/모바일","핵심만 쏙쏙 파이썬","K512637207","9791188831388","93000","연두에디션","양숙희.오경선.장은실 지음","19,000","19,000","0","0%","0점","20200210","1655"
